tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
4520,Lolium,"",2,-100,4520,4479,Eukaryota,0,7935.0,143.7,5.7,93.8,126.9,64.2,0.0,4561.545,6.2,73.0,1.3,6.2,94.1,42.8,14.2,0.0,6.2
4522,Lolium perenne,"",1,4522,4520,4479,Eukaryota,0,7717.0,139.7,5.7,93.8,126.9,64.2,0.0,4561.545,6.1,34.0,0.6,6.1,95.7,39.8,13.3,0.0,6.1
4521,Lolium multiflorum,Italian ryegrass,1,4521,4520,4479,Eukaryota,0,177.0,3.2,5.6,92.6,123.2,60.1,0.0,120.744,6.0,27.0,0.5,6.0,94.0,47.1,16.1,0.0,6.0
-100004520,Non-species-specific reads in genus Lolium,,1,-100004520,4520,4479,Eukaryota,0,36.0,0.7,5.7,97.7,139.1,78.6,0.0,22.743,5.7,1.0,0.0,5.7,94.0,50.0,19.1,0.0,5.7
34176,Lolium temulentum,"",1,34176,4520,4479,Eukaryota,0,5.0,0.1,7.5,96.1,130.2,69.6,0.0,13.079,7.5,11.0,0.2,7.1,89.3,40.6,12.0,0.0,7.5
15367,Brachypodium,false bromes,2,-100,15367,4479,Eukaryota,0,805.0,14.6,5.7,88.5,131.1,57.0,0.0,2546.459,5.7,3690.0,66.8,5.6,75.9,45.9,11.3,0.0,5.7
15368,Brachypodium distachyon,stiff brome,1,15368,15367,4479,Eukaryota,0,770.0,13.9,5.7,88.6,131.7,57.5,0.0,2546.459,5.7,3690.0,66.8,5.6,75.9,45.9,11.3,0.0,5.7
29664,Brachypodium sylvaticum,"",1,29664,15367,4479,Eukaryota,0,33.0,0.6,5.7,85.5,119.3,45.4,0.0,19.494,5.7,0,0,-100,0.0,0.0,0.0,0.0,5.7
-100015367,Non-species-specific reads in genus Brachypodium,,1,-100015367,15367,4479,Eukaryota,0,2.0,0.0,5.7,97.3,111.0,59.8,0.0,0.0,5.7,0,0,-100,0.0,0.0,0.0,0.0,5.7
90243,Oligella,"",2,-100,90243,506,Bacteria,0,40.0,0.7,5.5,98.8,148.2,87.1,0.0,2319.786,5.8,6536.0,118.3,5.8,90.7,46.7,14.7,0.0,5.8
-100090243,Non-species-specific reads in genus Oligella,,1,-100090243,90243,506,Bacteria,0,32.0,0.6,5.7,99.3,149.5,88.8,0.0,2319.786,5.8,3775.0,68.4,5.8,91.8,46.7,15.0,0.0,5.8
90245,Oligella urethralis,"",1,90245,90243,506,Bacteria,0,6.0,0.1,2.3,99.3,150.0,89.2,0.0,920.333,5.7,1538.0,27.8,5.7,89.7,46.8,14.6,0.0,5.7
90244,Oligella ureolytica,"",1,90244,90243,506,Bacteria,0,2.0,0.0,5.7,89.4,123.0,54.3,0.0,484.416,5.8,795.0,14.4,5.8,87.2,46.3,14.0,0.0,5.8
1581147,Oligella sp. HMSC09E12,"",1,1581147,90243,506,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,137.924,5.8,225.0,4.1,5.8,91.2,47.2,15.1,0.0,5.8
