tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
35823,Arthrospira,"",2,-100,35823,1892252,Bacteria,0,188.0,15.5,99.0,99.2,142.5,83.9,0.0,138008.56,99.0,167.0,13.7,32.0,98.7,46.3,17.1,0.0,99.0
376219,Arthrospira sp. PCC 8005,"",1,376219,35823,1892252,Bacteria,0,170.0,14.0,99.0,99.3,142.5,84.1,0.0,138008.56,99.0,16.0,1.3,19.1,98.4,47.1,17.6,0.0,99.0
-100035823,Non-species-specific reads in genus Arthrospira,,1,-100035823,35823,1892252,Bacteria,0,8.0,0.7,23.3,99.7,150.0,90.1,0.0,15959.01,48.2,113.0,9.3,48.2,98.8,45.8,16.7,0.0,48.2
118562,Arthrospira platensis,"",1,118562,35823,1892252,Bacteria,0,10.0,0.8,10.9,96.5,136.2,75.7,0.0,1609.52,10.9,27.0,2.2,10.6,99.1,47.4,18.3,0.0,10.9
129910,Arthrospira maxima,"",1,129910,35823,1892252,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,653.76,22.7,11.0,0.9,22.7,97.2,48.3,18.0,0.0,22.7
-200003433,Non-genus-specific reads in family Lauraceae,,2,-100,-200003433,3433,Eukaryota,0,92.0,7.6,99.0,99.8,139.7,83.2,0.0,99970.2,99.0,32.0,2.6,99.0,98.7,45.8,16.8,0.0,99.0
-100003433,Non-species-specific reads in family Lauraceae,,1,-100003433,-200003433,3433,Eukaryota,0,92.0,7.6,99.0,99.8,139.7,83.2,0.0,99970.2,99.0,32.0,2.6,99.0,98.7,45.8,16.8,0.0,99.0
4958,Debaryomyces,"",2,-100,4958,766764,Eukaryota,0,173.0,14.2,43.6,98.1,137.7,78.7,0.0,58593.168,43.6,144.0,11.9,23.2,96.8,44.1,15.0,0.0,43.6
4959,Debaryomyces hansenii,"",1,4959,4958,766764,Eukaryota,0,173.0,14.2,73.4,98.1,137.7,78.7,0.0,58593.168,73.4,133.0,10.9,52.0,96.7,44.4,15.2,0.0,73.4
-100004958,Non-species-specific reads in genus Debaryomyces,,1,-100004958,4958,766764,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,164.024,10.1,9.0,0.7,10.1,98.3,38.4,11.4,0.0,10.1
58627,Debaryomyces fabryi,"",1,58627,4958,766764,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,-0.0,2.0,0.2,-0.0,100.0,49.0,18.2,0.0,-0.0
