
RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	83461	Corallococcus coralloides	0.2	0.1
Bacteria	123	Pirellula sp. SH-Sr6A	0.1	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	53457	Janibacter indicus	3.0	1.3
Bacteria	123	Pirellula sp. SH-Sr6A	0.5	0.9

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	570	Klebsiella pneumoniae	1.7	15.3
Bacteria	413496	Cronobacter sakazakii	0.3	1.2
Bacteria	29487	Photorhabdus luminescens	0.1	2.6
Bacteria	583	Proteus mirabilis	0.1	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	29487	Photorhabdus luminescens	0.3	0.9
Bacteria	583	Proteus mirabilis	0.1	1.7

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	590	Salmonella enterica	9.0	38.6
Bacteria	222	Achromobacter xylosoxidans	6.3	0.5
Bacteria	570	Klebsiella pneumoniae	1.2	7.2
Bacteria	88138	Modestobacter marinus	1.0	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	32067	Leptotrichia sp. oral taxon 212	0.6	0.5

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	38501	Blastococcus saxobsidens	1.6	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	38501	Blastococcus saxobsidens	2.9	0.3
Bacteria	2701	Gardnerella vaginalis	0.5	0.3
Bacteria	216851	Faecalibacterium prausnitzii	0.3	0.3

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	222	Achromobacter xylosoxidans	5.9	0.8

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	242605	Luteibacter rhizovicinus	0.5	0.3
Bacteria	1234	Nitrospira moscoviensis	0.4	0.2

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	2003394	Oryza sativa alphaendornavirus	0.3	0.3

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	1.1	0.3
Bacteria	507	Alcaligenes faecalis	0.9	0.3

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	507	Alcaligenes faecalis	1.8	1.0

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	613	Serratia marcescens	0.5	0.1
Bacteria	303379	Herminiimonas arsenicoxydans	0.3	0.2

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	222	Achromobacter xylosoxidans	6.3	0.7
Bacteria	86795	Marmoricola scoriae	1.3	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	561	Escherichia coli	2.2	1.7
Bacteria	152053	Starkeya novella	1.2	0.5
Bacteria	279	Xanthobacter autotrophicus	1.0	0.3
Bacteria	590	Salmonella enterica	0.5	0.8
Bacteria	332248	Truepera radiovictrix	0.4	2.2

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	11007	Saccharomyces cerevisiae virus L-A	0.2	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	836	Porphyromonas asaccharolytica	0.6	0.2

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	40323	Stenotrophomonas maltophilia	8.0	3.7
Bacteria	222	Achromobacter xylosoxidans	6.1	0.5
Bacteria	547	Enterobacter cloacae	4.7	0.4
