
RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	1301	Streptococcus pneumoniae	16162.5	9375.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA
Bacteria	1301	Streptococcus pneumoniae	17725.4	10412.1
Bacteria	399320	uncultured Sphaerochaeta sp.	0.2	0.0
Bacteria	-200001300	unidentified eubacterium v2	0.0	0.0
Bacteria	-200001300	uncultured Streptococcaceae bacterium	0.0	0.0
Bacteria	1578	Lactobacillus dextrinicus	0.0	0.0
Bacteria	1578	uncultured Lactobacillus sp.	0.0	0.0
Bacteria	2737	Vagococcus fluvialis	0.0	0.0
Bacteria	55080	Brevibacillus agri	0.0	0.0
Bacteria	33001	Desulfurella acetivorans	0.0	0.0
Bacteria	2093	Mycoplasma capricolum	0.0	0.0
Bacteria	1847	Pseudonocardia ammonioxydans	0.0	0.0
Bacteria	1370	Marinococcus sp. HL10	0.0	0.0
Bacteria	-200204434	uncultured Acidobacteriaceae bacterium	0.0	0.0

Combined
category_name	genus_taxid	Species_Assignment	NT_rpm DNA	NR_rpm DNA	NT_zscore DNA	NT_rpm RNA	NR_rpm RNA	NT_zscore RNA
Bacteria	1301	Streptococcus pneumoniae	17725.4	10412.1	99.0	16162.5	9375.1	99.0



RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	-200687329	Torque teno virus	41.1	28.5
Bacteria	1301	Streptococcus pneumoniae	10.5	8.0
Bacteria	1279	Staphylococcus warneri	8.2	1.4
Viruses	687331	Torque teno virus 16	3.9	1.7
Bacteria	68	Lysobacter antibioticus	0.8	0.1
Bacteria	1041	Erythrobacter litoralis	0.6	0.4
Bacteria	122277	Pectobacterium carotovorum	0.5	0.4
Bacteria	75	Caulobacter vibrioides	0.5	0.1
Bacteria	63132	Geitlerinema sp. PCC 7407	0.5	0.6
Bacteria	2053	Gordonia terrae	0.4	0.1
Bacteria	1111	Porphyrobacter sp. CACIAM 03H1	0.4	0.1
Viruses	687332	TTV-like mini virus	0.4	0.8
Bacteria	1386	Bacillus coagulans	0.3	0.2
Bacteria	338	Xanthomonas campestris	0.3	0.2
Bacteria	1678	Bifidobacterium bifidum	0.2	0.2
Bacteria	375288	Parabacteroides merdae	0.1	0.3
Bacteria	1765964	Acidihalobacter prosperus	0.1	0.1
Bacteria	374	Bradyrhizobium oligotrophicum	0.1	0.1
Bacteria	161492	Anaeromyxobacter dehalogenans	0.1	0.1
Bacteria	158481	Hahella chejuensis	0.1	0.1

DNA
