tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
687331,Alphatorquevirus,"",2,-100,687331,687329,Viruses,0,14.0,0.2,100.0,92.5,128.9,63.8,0.0,2000.0,100.0,16.0,0.2,100.0,91.6,45.9,17.8,0.0,100.0
687355,Torque teno virus 16,"",1,687355,687331,687329,Viruses,0,6.0,0.1,100.0,98.7,150.0,87.8,0.0,2000.0,100.0,6.0,0.1,100.0,95.5,45.8,17.0,0.0,100.0
687359,Torque teno virus 20,"",1,687359,687331,687329,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,1000.0,100.0,6.0,0.1,100.0,96.7,49.5,22.1,0.0,100.0
687352,Torque teno virus 13,"",1,687352,687331,687329,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,100.0,78.1,40.5,12.3,0.0,100.0
687342,Torque teno virus 3,"",1,687342,687331,687329,Viruses,0,4.0,0.0,100.0,83.8,134.5,51.2,0.0,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
687347,Torque teno virus 8,"",1,687347,687331,687329,Viruses,0,4.0,0.0,100.0,91.9,91.5,40.4,0.0,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
132464,Spatholobus,"",2,-100,132464,3803,Eukaryota,0,6.0,0.1,100.0,94.0,150.0,78.2,0.0,1000.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
455371,Spatholobus suberectus,"",1,455371,132464,3803,Eukaryota,0,6.0,0.1,100.0,94.0,150.0,78.2,0.0,1000.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
48130,Amorpha,"",2,-100,48130,3803,Eukaryota,0,6.0,0.1,100.0,98.6,150.0,87.6,0.0,1000.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
-100048130,Non-species-specific reads in genus Amorpha,,1,-100048130,48130,3803,Eukaryota,0,6.0,0.1,100.0,98.6,150.0,87.6,0.0,1000.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
-200687329,Non-genus-specific reads in family Anelloviridae,,2,-100,-200687329,687329,Viruses,0,62.0,0.7,32.1,93.0,137.2,69.0,0.0,632.636,32.1,47.0,0.5,16.1,83.5,47.4,15.0,0.0,32.1
68887,Torque teno virus,"",1,68887,-200687329,687329,Viruses,0,55.0,0.6,28.4,93.1,136.5,68.7,0.0,632.636,28.4,39.0,0.4,13.3,87.3,47.3,16.0,0.0,28.4
1743410,Chimpanzee anellovirus,"",1,1743410,-200687329,687329,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,161.0,100.0,5.0,0.1,100.0,53.0,49.0,7.1,0.0,100.0
136966,SEN virus,"",1,136966,-200687329,687329,Viruses,0,3.0,0.0,100.0,94.0,144.7,75.5,0.0,0.0,100.0,2.0,0.0,100.0,97.9,47.0,18.3,0.0,100.0
432261,Torque teno midi virus,"",1,432261,-200687329,687329,Viruses,0,4.0,0.0,100.0,91.3,141.3,68.1,0.0,0.0,100.0,1.0,0.0,100.0,60.4,48.0,9.1,0.0,100.0
16718,Juglans,walnuts,2,-100,16718,16714,Eukaryota,0,123.0,1.4,8.7,99.0,145.8,85.7,0.0,199.056,8.7,6.0,0.1,2.2,99.7,49.5,19.8,0.0,8.7
16719,Juglans nigra,black walnut,1,16719,16718,16714,Eukaryota,0,113.0,1.3,17.6,98.9,146.6,86.0,0.0,199.056,17.6,0,0,-100,0.0,0.0,0.0,0.0,17.6
51240,Juglans regia,English walnut,1,51240,16718,16714,Eukaryota,0,6.0,0.1,0.2,99.9,150.0,90.3,0.0,0.6580000000000001,2.2,6.0,0.1,2.2,99.7,49.5,19.8,0.0,2.2
432290,Juglans hindsii x Juglans regia,"",1,432290,16718,16714,Eukaryota,0,4.0,0.0,100.0,99.6,118.8,68.5,0.0,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
687332,Betatorquevirus,"",2,-100,687332,687329,Viruses,0,12.0,0.1,9.3,95.6,116.6,60.8,0.0,93.00000000000001,21.1,11.0,0.1,21.1,61.8,47.9,8.6,0.0,21.1
1535290,Torque teno mini virus ALA22,"",1,1535290,687332,687329,Viruses,0,5.0,0.1,100.0,94.4,133.2,70.1,0.0,93.00000000000001,100.0,1.0,0.0,100.0,76.0,50.0,13.3,0.0,100.0
93678,TTV-like mini virus,"",1,93678,687332,687329,Viruses,0,5.0,0.1,11.5,97.2,99.0,51.9,0.0,42.767,15.2,8.0,0.1,15.2,60.6,47.9,8.2,0.0,15.2
-100687332,Non-species-specific reads in genus Betatorquevirus,,1,-100687332,687332,687329,Viruses,0,1.0,0.0,100.0,96.6,88.0,44.1,0.0,0.0,100.0,2.0,0.0,100.0,59.6,47.0,7.8,0.0,100.0
687375,Torque teno mini virus 7,"",1,687375,687332,687329,Viruses,0,1.0,0.0,100.0,92.7,150.0,75.5,0.0,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
4688,Lilium,"",2,-100,4688,4677,Eukaryota,0,6.0,0.1,5.2,93.8,146.5,75.6,0.0,52.0,5.2,5.0,0.1,-0.1,88.0,43.0,14.8,0.0,5.2
82331,Lilium tsingtauense,"",1,82331,4688,4677,Eukaryota,0,6.0,0.1,100.0,93.8,146.5,75.6,0.0,52.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
4690,Lilium longiflorum,trumpet lily,1,4690,4688,4677,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,-0.001,-0.1,5.0,0.1,-0.1,88.0,43.0,14.8,0.0,-0.1
12195,Potyvirus,"",2,-100,12195,39729,Viruses,0,12.0,0.1,4.6,98.1,149.4,86.2,0.0,47.78599999999999,4.6,12.0,0.1,3.8,99.8,48.8,18.3,0.0,4.6
52280,Chilli veinal mottle virus,"",1,52280,12195,39729,Viruses,0,6.0,0.1,100.0,99.3,149.0,88.5,0.0,47.78599999999999,100.0,6.0,0.1,4.7,100.0,48.7,17.4,0.0,100.0
12232,Zucchini yellow mosaic virus,"",1,12232,12195,39729,Viruses,0,6.0,0.1,2.2,96.8,149.8,83.8,0.0,1.8479999999999999,2.2,6.0,0.1,2.2,99.7,49.0,19.3,0.0,2.2
286,Pseudomonas,"",2,-100,286,135621,Bacteria,0,851.0,9.7,-0.6,95.2,143.7,77.1,0.0,31.437,-0.6,1841.0,20.9,-1.3,97.9,47.2,17.1,0.0,-0.6
237610,Pseudomonas psychrotolerans,"",1,237610,286,135621,Bacteria,0,88.0,1.0,9.3,92.3,141.8,70.1,0.0,31.437,22.1,78.0,0.9,22.1,97.0,46.9,16.5,0.0,22.1
47885,Pseudomonas oryzihabitans,"",1,47885,286,135621,Bacteria,0,247.0,2.8,13.1,92.8,142.9,71.7,0.0,22.176999999999996,13.1,12.0,0.1,1.3,97.3,49.3,18.6,0.0,13.1
43263,Pseudomonas alcaligenes,"",1,43263,286,135621,Bacteria,0,4.0,0.0,-0.4,92.4,148.5,74.1,0.0,0.013,0.1,12.0,0.1,0.1,94.8,43.3,13.5,0.0,0.1
237609,Pseudomonas alkylphenolica,"",1,237609,286,135621,Bacteria,0,6.0,0.1,0.2,89.5,120.0,52.9,0.0,0.012,0.2,0,0,-100,0.0,0.0,0.0,0.0,0.2
198620,Pseudomonas koreensis,"",1,198620,286,135621,Bacteria,0,10.0,0.1,0.1,95.2,145.3,77.8,0.0,0.006,0.1,0,0,-100,0.0,0.0,0.0,0.0,0.1
296,Pseudomonas fragi,"",1,296,286,135621,Bacteria,0,2.0,0.0,-0.7,93.6,148.5,76.5,0.0,0.0,-0.3,2.0,0.0,-0.3,80.0,50.0,13.6,0.0,-0.3
300,Pseudomonas mendocina,"",1,300,286,135621,Bacteria,0,3.0,0.0,-0.2,96.6,136.0,75.5,0.0,0.0,-0.2,3.0,0.0,-0.2,99.3,43.3,15.4,0.0,-0.2
301,Pseudomonas oleovorans,"",1,301,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,-0.1,4.0,0.0,-0.1,98.5,49.3,19.1,0.0,-0.1
33069,Pseudomonas viridiflava,"",1,33069,286,135621,Bacteria,0,2.0,0.0,-0.2,100.0,149.0,89.9,0.0,0.0,-0.2,2.0,0.0,-0.3,88.8,49.0,15.4,0.0,-0.2
46678,Pseudomonas caricapapayae,"",1,46678,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,-0.0,2.0,0.0,-0.0,100.0,49.0,19.3,0.0,-0.0
50340,Pseudomonas fuscovaginae,"",1,50340,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,2.3,2.0,0.0,2.3,86.1,43.0,13.4,0.0,2.3
74829,Pseudomonas balearica,"",1,74829,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,-0.1,1.0,0.0,-0.1,100.0,49.0,18.5,0.0,-0.1
89065,Pseudomonas abietaniphila,"",1,89065,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,-0.1,1.0,0.0,-0.1,91.8,49.0,15.6,0.0,-0.1
137658,Pseudomonas indica,"",1,137658,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.4,75.0,48.0,10.4,0.0,0.4
158627,Pseudomonas graminis,"",1,158627,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,-0.1,1.0,0.0,-0.1,84.0,50.0,14.2,0.0,-0.1
321846,Pseudomonas simiae,"",1,321846,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,-0.1,4.0,0.0,-0.1,93.9,49.0,15.9,0.0,-0.1
1028989,Pseudomonas sp. StFLB209,"",1,1028989,286,135621,Bacteria,0,4.0,0.0,0.8,85.4,134.5,52.5,0.0,0.0,1.5,4.0,0.0,1.5,87.9,49.5,14.1,0.0,1.5
1033994,Pseudomonas sp. MOIL14HWK12:I2,"",1,1033994,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,100.0,49.0,17.4,0.0,100.0
1144332,Pseudomonas sp. GM50,"",1,1144332,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,100.0,56.0,50.0,7.1,0.0,100.0
1179778,Pseudomonas sp. M47T1,"",1,1179778,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.1,70.8,48.0,10.8,0.0,0.1
1234594,Pseudomonas sp. 313,"",1,1234594,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,100.0,49.0,18.1,0.0,100.0
1259801,Pseudomonas sp. LAIL14HWK12:I7,"",1,1259801,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.1,98.0,49.0,17.1,0.0,0.1
1367552,Pseudomonas sp. s1p23,"",1,1367552,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.4,89.8,49.0,14.5,0.0,0.4
1470593,Pseudomonas sp. RIT357,"",1,1470593,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,100.0,35.0,9.3,0.0,0.5
1619950,Pseudomonas sp. 2(2015),"",1,1619950,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.4,82.0,50.0,14.8,0.0,0.4
1661044,Pseudomonas sp. NBRC 111129,"",1,1661044,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,100.0,100.0,48.5,17.1,0.0,100.0
1661045,Pseudomonas sp. NBRC 111130,"",1,1661045,286,135621,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.4,89.1,46.0,14.4,0.0,0.4
