tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
40374,Scopulariopsis,"",2,-100,40374,5593,Eukaryota,0,67.0,2.4,5.8,99.5,136.0,80.0,0.0,63.916,5.8,0,0,-100,0.0,0.0,0.0,0.0,5.8
-100040374,Non-species-specific reads in genus Scopulariopsis,,1,-100040374,40374,5593,Eukaryota,0,54.0,1.9,5.8,99.4,134.8,79.1,0.0,63.916,5.8,0,0,-100,0.0,0.0,0.0,0.0,5.8
561152,Scopulariopsis brevicaulis,arsenic fungus,1,561152,40374,5593,Eukaryota,0,13.0,0.5,5.6,99.6,141.0,83.6,0.0,16.24,5.6,0,0,-100,0.0,0.0,0.0,0.0,5.6
-200005593,Non-genus-specific reads in family Microascaceae,,2,-100,-200005593,5593,Eukaryota,0,45.0,1.6,5.7,99.7,142.1,84.6,0.0,51.984,5.7,0,0,-100,0.0,0.0,0.0,0.0,5.7
-100005593,Non-species-specific reads in family Microascaceae,,1,-100005593,-200005593,5593,Eukaryota,0,45.0,1.6,5.7,99.7,142.1,84.6,0.0,51.984,5.7,0,0,-100,0.0,0.0,0.0,0.0,5.7
-200,All taxa with neither family nor genus classification,,2,-100,-200,-300,Uncategorized,0,3855.0,137.4,-0.4,98.6,140.7,81.8,0.0,16.746000000000002,-0.4,3640.0,129.8,-0.5,95.3,42.2,14.9,0.0,-0.4
32630,synthetic construct,"",1,32630,-200,-300,Uncategorized,0,1016.0,36.2,0.2,98.1,140.1,80.5,0.0,16.746000000000002,0.5,1555.0,55.4,0.5,97.5,47.8,17.3,0.0,0.5
239107,Cloning vector pT3,"",1,239107,-200,-300,Uncategorized,0,1049.0,37.4,0.2,99.6,144.7,86.1,0.0,2.992000000000001,0.2,0,0,-100,0.0,0.0,0.0,0.0,0.2
797067,Promoter probe vector pEvoGlowRed,"",1,797067,-200,-300,Uncategorized,0,0,0,-100,0.0,0.0,0.0,0.0,1.52,0.8,106.0,3.8,0.8,96.8,40.7,13.5,0.0,0.8
45196,unidentified cloning vector,"",1,45196,-200,-300,Uncategorized,0,69.0,2.5,0.0,99.6,120.6,69.8,0.0,1.44,0.3,270.0,9.6,0.3,96.4,41.3,15.5,0.0,0.3
1945420,Vector pUC18SrfI,"",1,1945420,-200,-300,Uncategorized,0,0,0,-100,0.0,0.0,0.0,0.0,1.04,0.1,584.0,20.8,0.1,99.3,42.5,15.9,0.0,0.1
978309,Cloning vector pCST5-URA3,"",1,978309,-200,-300,Uncategorized,0,26.0,0.9,2.7,99.4,148.7,88.5,0.0,0.972,2.7,0,0,-100,0.0,0.0,0.0,0.0,2.7
45974,Cloning vector pMLF2,"",1,45974,-200,-300,Uncategorized,0,8.0,0.3,4.9,99.5,149.0,88.9,0.0,0.588,4.9,0,0,-100,0.0,0.0,0.0,0.0,4.9
1797213,Alphaproteobacteria bacterium GWF2_58_20,"",1,1797213,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.58,5.8,6.0,0.2,5.8,62.3,48.2,7.6,0.0,5.8
1825573,Cloning vector pWM91,"",1,1825573,-200,-300,Uncategorized,0,6.0,0.2,5.7,99.8,143.5,85.7,0.0,0.456,5.7,0,0,-100,0.0,0.0,0.0,0.0,5.7
1628856,bacteria symbiont BFo2 of Frankliniella occidentalis,"",1,1628856,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.44,4.4,6.0,0.2,4.4,98.3,49.5,19.0,0.0,4.4
588180,pBR322 based IG-lambda expression vector,"",1,588180,-200,-300,Uncategorized,0,6.0,0.2,5.5,99.1,143.0,84.0,0.0,0.44,5.5,0,0,-100,0.0,0.0,0.0,0.0,5.5
36540,Miniplasmid RR1,"",1,36540,-200,-300,Uncategorized,0,5.0,0.2,5.2,99.6,141.6,84.0,0.0,0.416,5.2,0,0,-100,0.0,0.0,0.0,0.0,5.2
1358116,Cloning vector pVv3,"",1,1358116,-200,-300,Uncategorized,0,16.0,0.6,1.4,92.4,133.5,67.0,0.0,0.33599999999999997,1.4,1.0,0.0,-0.5,97.9,48.0,18.3,0.0,1.4
70063,Cloning vector pLG338/30,"",1,70063,-200,-300,Uncategorized,0,10.0,0.4,1.9,99.7,125.8,73.5,0.0,0.304,1.9,0,0,-100,0.0,0.0,0.0,0.0,1.9
71555,Cloning vector yGALset986,"",1,71555,-200,-300,Uncategorized,0,5.0,0.2,3.7,99.6,141.2,83.7,0.0,0.296,3.7,0,0,-100,0.0,0.0,0.0,0.0,3.7
1618839,Parcubacteria group bacterium GW2011_GWA2_47_10,"",1,1618839,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.29,5.8,2.0,0.1,5.8,72.9,48.0,11.9,0.0,5.8
1713724,Methanomassiliicoccales archaeon RumEn M1,"",1,1713724,-200,-300,Archaea,0,0,0,-100,0.0,0.0,0.0,0.0,0.29,5.8,2.0,0.1,5.8,62.5,48.0,8.6,0.0,5.8
1801714,Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_42_12,"",1,1801714,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.29,5.8,2.0,0.1,5.8,58.0,50.0,9.7,0.0,5.8
1805192,Gemmatimonadetes bacterium 13_1_40CM_4_69_5,"",1,1805192,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.29,5.8,2.0,0.1,5.8,63.3,49.0,7.7,0.0,5.8
1797333,Bacteroidetes bacterium GWE2_39_28,"",1,1797333,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.27,5.4,2.0,0.1,5.4,63.8,47.0,7.7,0.0,5.4
1431320,Plasmid vector pLSGA-C-SK,"",1,1431320,-200,-300,Uncategorized,0,5.0,0.2,3.1,99.7,150.0,90.0,0.0,0.248,3.1,0,0,-100,0.0,0.0,0.0,0.0,3.1
1343843,uncultured bacterium 413004-H17,"",1,1343843,-200,-300,Bacteria,0,2.0,0.1,5.8,86.2,145.0,59.7,0.0,0.242,5.8,5.0,0.2,0.1,88.4,46.6,12.0,0.0,5.8
39035,Cloning vector pSPL3,"",1,39035,-200,-300,Uncategorized,0,2.0,0.1,5.8,99.3,150.0,89.2,0.0,0.232,5.8,0,0,-100,0.0,0.0,0.0,0.0,5.8
51257,Expression vector pNEX2,"",1,51257,-200,-300,Uncategorized,0,2.0,0.1,5.8,100.0,150.0,90.6,0.0,0.232,5.8,0,0,-100,0.0,0.0,0.0,0.0,5.8
504467,uncultured bacterium pTW3,"",1,504467,-200,-300,Bacteria,0,2.0,0.1,5.8,76.6,130.0,35.1,0.0,0.232,5.8,0,0,-100,0.0,0.0,0.0,0.0,5.8
1825579,Cloning vector pJBS633,"",1,1825579,-200,-300,Uncategorized,0,2.0,0.1,5.8,100.0,145.0,87.2,0.0,0.232,5.8,0,0,-100,0.0,0.0,0.0,0.0,5.8
1042310,Gene deletion vector pEMG,"",1,1042310,-200,-300,Uncategorized,0,0,0,-100,0.0,0.0,0.0,0.0,0.23,2.3,6.0,0.2,2.3,97.2,48.7,19.0,0.0,2.3
1523418,alpha proteobacterium AAP38,"",1,1523418,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.21,1.4,8.0,0.3,1.4,93.9,46.5,15.0,0.0,1.4
1585461,ReD display vector,"",1,1585461,-200,-300,Uncategorized,0,6.0,0.2,2.6,99.2,150.0,89.0,0.0,0.208,2.6,0,0,-100,0.0,0.0,0.0,0.0,2.6
35358,Cloning vector pDB31,"",1,35358,-200,-300,Uncategorized,0,0,0,-100,0.0,0.0,0.0,0.0,0.2,0.2,55.0,2.0,0.2,80.7,47.1,11.5,0.0,0.2
1262995,Firmicutes bacterium CAG:646,"",1,1262995,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.2,4.0,2.0,0.1,4.0,100.0,49.5,19.3,0.0,4.0
1895867,Xanthomonadales bacterium 63-13,"",1,1895867,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.185,3.7,3.0,0.1,3.7,85.7,49.0,16.4,0.0,3.7
515189,Shuttle vector pMK3,"",1,515189,-200,-300,Uncategorized,0,0,0,-100,0.0,0.0,0.0,0.0,0.17,3.4,2.0,0.1,3.4,87.3,34.0,7.8,0.0,3.4
2018093,Plant TransGene Stacking II system donor vector pYL322d1,"",1,2018093,-200,-300,Uncategorized,0,2.0,0.1,3.2,99.4,125.5,72.5,0.0,0.153,3.2,3.0,0.1,0.5,100.0,12.0,11.4,0.0,3.2
1130997,uncultured bacterium W5-15b,"",1,1130997,-200,-300,Bacteria,0,4.0,0.1,3.8,92.4,86.0,38.0,0.0,0.152,3.8,0,0,-100,0.0,0.0,0.0,0.0,3.8
1094419,Cloning vector pAA56,"",1,1094419,-200,-300,Uncategorized,0,2.0,0.1,3.6,100.0,116.0,67.4,0.0,0.144,3.6,0,0,-100,0.0,0.0,0.0,0.0,3.6
47161,denitrifying Fe<II>-oxidizing bacterium,"",1,47161,-200,-300,Bacteria,0,4.0,0.1,3.5,98.4,150.0,87.1,0.0,0.14,3.5,0,0,-100,0.0,0.0,0.0,0.0,3.5
299187,Cloning vector pRU1156,"",1,299187,-200,-300,Uncategorized,0,2.0,0.1,3.4,98.7,150.0,87.8,0.0,0.136,3.4,0,0,-100,0.0,0.0,0.0,0.0,3.4
1895730,Burkholderiales bacterium 68-10,"",1,1895730,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.135,2.7,4.0,0.1,2.7,92.4,39.5,12.8,0.0,2.7
542530,uncultured bacterium HF0770_45N15,"",1,542530,-200,-300,Bacteria,0,4.0,0.1,3.3,90.3,142.0,65.9,0.0,0.132,3.3,0,0,-100,0.0,0.0,0.0,0.0,3.3
1424472,Cloning vector pLG107,"",1,1424472,-200,-300,Uncategorized,0,3.0,0.1,3.2,98.6,150.0,87.8,0.0,0.128,3.2,0,0,-100,0.0,0.0,0.0,0.0,3.2
31821,Cloning vector pMAMneoBlue,"",1,31821,-200,-300,Uncategorized,0,3.0,0.1,3.1,99.8,148.0,88.7,0.0,0.124,3.1,0,0,-100,0.0,0.0,0.0,0.0,3.1
330400,Cloning vector pMBL,"",1,330400,-200,-300,Uncategorized,0,2.0,0.1,3.1,98.6,143.0,83.0,0.0,0.124,3.1,0,0,-100,0.0,0.0,0.0,0.0,3.1
409549,ORF selection vector pSOS,"",1,409549,-200,-300,Uncategorized,0,2.0,0.1,2.9,99.4,150.0,89.2,0.0,0.116,2.9,0,0,-100,0.0,0.0,0.0,0.0,2.9
1321895,Helotiales sp. 84 OA-2013,"",1,1321895,-200,-300,Eukaryota,0,4.0,0.1,2.9,96.0,127.0,68.4,0.0,0.116,2.9,0,0,-100,0.0,0.0,0.0,0.0,2.9
1978235,Cloning vector pJFR4,"",1,1978235,-200,-300,Uncategorized,0,4.0,0.1,2.9,100.0,141.3,84.6,0.0,0.116,2.9,0,0,-100,0.0,0.0,0.0,0.0,2.9
410857,Transfer vector pAcMLF9,"",1,410857,-200,-300,Uncategorized,0,38.0,1.4,0.2,99.7,140.1,83.2,0.0,0.11200000000000003,0.2,0,0,-100,0.0,0.0,0.0,0.0,0.2
