tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
1763,Mycobacterium,"",2,-100,1763,1762,Bacteria,0,87158.0,1388.5,4.9,88.6,133.3,58.6,0.0,1536968.0,9.9,224170.0,3571.3,9.9,97.0,46.9,16.6,0.0,9.9
-100001763,Non-species-specific reads in genus Mycobacterium,,1,-100001763,1763,1762,Bacteria,0,15000.0,239.0,100.0,90.4,136.1,63.6,0.0,1536968.0,100.0,90026.0,1434.2,100.0,98.2,47.1,17.0,0.0,100.0
56689,Mycobacterium mucogenicum,"",1,56689,1763,1762,Bacteria,0,176.0,2.8,26.8,99.1,148.9,87.9,0.0,546346.36,47.6,72727.0,1158.6,47.6,98.3,47.1,17.0,0.0,47.6
1774,Mycobacterium chelonae,"",1,1774,1763,1762,Bacteria,0,317.0,5.1,0.1,86.7,126.8,51.4,0.0,302517.492,65.7,29196.0,465.1,65.7,96.6,46.7,16.5,0.0,65.7
1791,Mycobacterium aurum,"",1,1791,1763,1762,Bacteria,0,5503.0,87.7,54.0,87.8,134.2,57.4,0.0,23231.556,54.0,52.0,0.8,3.3,93.1,48.1,15.7,0.0,54.0
482462,Mycobacterium dioxanotrophicus,"",1,482462,1763,1762,Bacteria,0,5981.0,95.3,23.5,87.9,132.6,56.6,0.0,12558.587,27.6,364.0,5.8,27.6,87.3,46.8,14.4,0.0,27.6
228230,Mycobacterium canariasense,"",1,228230,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,8252.046,58.7,891.0,14.2,58.7,82.8,46.1,13.3,0.0,58.7
370526,Mycobacterium rutilum,"",1,370526,1763,1762,Bacteria,0,3167.0,50.5,30.0,87.8,132.4,56.3,0.0,7483.197,30.0,57.0,0.9,6.7,91.6,47.2,15.1,0.0,30.0
222805,Mycobacterium chimaera,"",1,222805,1763,1762,Bacteria,0,2215.0,35.3,28.8,91.7,135.2,65.6,0.0,5825.016,28.8,190.0,3.0,28.4,92.0,46.3,15.5,0.0,28.8
1764,Mycobacterium avium,"",1,1764,1763,1762,Bacteria,0,2617.0,41.7,23.0,87.8,132.4,56.4,0.0,5429.517,23.0,460.0,7.3,10.1,91.5,46.6,15.2,0.0,23.0
1490484,Mycobacterium sp. ST-F2,"",1,1490484,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,5267.988,10.6,3154.0,50.2,10.6,95.2,46.6,16.0,0.0,10.6
1804,Mycobacterium gilvum,"",1,1804,1763,1762,Bacteria,0,3220.0,51.3,17.3,89.5,133.5,60.4,0.0,4503.1410000000005,17.3,246.0,3.9,4.0,92.8,43.8,14.5,0.0,17.3
1273687,Mycobacterium sp. VKM Ac-1817D,"",1,1273687,1763,1762,Bacteria,0,545.0,8.7,98.3,87.4,132.4,55.7,0.0,4190.529,98.3,0,0,-100,0.0,0.0,0.0,0.0,98.3
1490482,Mycobacterium sp. SWH-M3,"",1,1490482,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,4023.36,63.5,403.0,6.4,63.5,86.0,46.6,13.8,0.0,63.5
1920667,Mycobacterium sp. WY10,"",1,1920667,1763,1762,Bacteria,0,1712.0,27.3,28.8,87.4,131.1,55.0,0.0,3855.744,28.8,12.0,0.2,1.6,79.7,47.5,12.2,0.0,28.8
1772,Mycobacterium smegmatis,"",1,1772,1763,1762,Bacteria,0,4231.0,67.4,11.5,87.4,132.6,55.9,0.0,3810.662,11.5,103.0,1.6,0.8,92.0,46.8,16.1,0.0,11.5
134601,Mycobacterium goodii,"",1,134601,1763,1762,Bacteria,0,2720.0,43.3,17.5,87.3,132.1,55.3,0.0,3713.371,17.5,9.0,0.1,0.4,90.5,44.4,15.6,0.0,17.5
1766,Mycobacterium fortuitum,"",1,1766,1763,1762,Bacteria,0,1994.0,31.8,13.5,87.7,133.5,56.8,0.0,3516.6960000000004,18.3,490.0,7.8,18.3,83.4,46.2,12.9,0.0,18.3
212767,Mycobacterium sp. JS623,"",1,212767,1763,1762,Bacteria,0,1731.0,27.6,25.6,86.8,128.9,52.7,0.0,3495.408,25.6,91.0,1.4,2.4,79.4,47.5,12.6,0.0,25.6
1720577,Mycobacterium sp. HXXIII,"",1,1720577,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,2871.0,100.0,184.0,2.9,100.0,99.0,48.9,17.4,0.0,100.0
110539,Mycobacterium vanbaalenii,"",1,110539,1763,1762,Bacteria,0,2164.0,34.5,16.9,87.5,131.6,55.5,0.0,2856.945,16.9,31.0,0.5,-0.0,91.0,41.6,13.6,0.0,16.9
36814,Mycobacterium rhodesiae,"",1,36814,1763,1762,Bacteria,0,1442.0,23.0,23.1,87.1,131.1,54.5,0.0,2751.474,23.1,279.0,4.4,3.4,84.1,47.0,13.3,0.0,23.1
1761810,Mycobacterium sp. 283mftsu,"",1,1761810,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,2674.287,22.7,749.0,11.9,22.7,93.9,44.1,14.4,0.0,22.7
1545728,Mycobacterium sp. EPa45,"",1,1545728,1763,1762,Bacteria,0,1307.0,20.8,25.1,87.0,129.7,53.7,0.0,2566.112,25.1,28.0,0.4,2.0,83.6,47.6,13.4,0.0,25.1
758802,Mycobacterium litorale,"",1,758802,1763,1762,Bacteria,0,1434.0,22.8,21.7,87.1,128.5,53.0,0.0,2431.056,21.7,24.0,0.4,1.7,84.0,46.5,12.4,0.0,21.7
164757,Mycobacterium sp. JLS,"",1,164757,1763,1762,Bacteria,0,1199.0,19.1,24.8,89.8,136.4,62.5,0.0,2341.228,24.8,37.0,0.6,3.4,94.7,48.8,17.7,0.0,24.8
36809,Mycobacterium abscessus,"",1,36809,1763,1762,Bacteria,0,2652.0,42.2,0.9,91.1,137.6,65.8,0.0,2334.699,1.1,12383.0,197.3,1.1,94.8,46.3,15.9,0.0,1.1
1810,Mycobacterium vaccae,"",1,1810,1763,1762,Bacteria,0,2106.0,33.6,12.9,87.6,131.7,55.7,0.0,2124.1530000000002,12.9,19.0,0.3,0.1,86.6,45.7,13.8,0.0,12.9
1785,Mycobacterium sp.,"",1,1785,1763,1762,Bacteria,0,199.0,3.2,99.0,87.7,132.6,56.4,0.0,2056.032,99.0,100.0,1.6,31.8,85.4,47.2,13.7,0.0,99.0
1771,Mycobacterium phlei,"",1,1771,1763,1762,Bacteria,0,4007.0,63.8,5.1,87.8,133.1,56.7,0.0,1940.466,15.2,144.0,2.3,15.2,77.2,45.7,11.5,0.0,15.2
126673,Mycobacterium doricum,"",1,126673,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1924.164,22.6,538.0,8.6,22.6,97.2,46.0,16.1,0.0,22.6
1800,Mycobacterium chubuense,"",1,1800,1763,1762,Bacteria,0,2527.0,40.3,9.1,87.3,131.3,54.9,0.0,1893.997,9.1,123.0,2.0,4.9,87.7,46.0,14.1,0.0,9.1
875328,Mycobacterium sinense,"",1,875328,1763,1762,Bacteria,0,937.0,14.9,23.5,86.7,126.5,51.4,0.0,1747.811,23.5,59.0,0.9,3.6,84.2,46.9,12.9,0.0,23.5
1219374,Mycobacterium sp. MOTT90,"",1,1219374,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1584.0,100.0,102.0,1.6,100.0,98.7,45.8,16.2,0.0,100.0
1682113,Mycobacterium sp. YC-RL4,"",1,1682113,1763,1762,Bacteria,0,6146.0,97.9,2.4,92.0,137.8,67.7,0.0,1541.067,12.7,193.0,3.1,12.7,89.2,46.8,14.3,0.0,12.7
1879023,Mycobacterium sp. djl-10,"",1,1879023,1763,1762,Bacteria,0,1533.0,24.4,12.4,87.8,132.6,56.3,0.0,1489.6720000000003,12.4,26.0,0.4,1.8,79.0,43.7,10.8,0.0,12.4
1552759,Mycobacterium grossiae,"",1,1552759,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1485.0,100.0,95.0,1.5,100.0,86.4,47.6,14.0,0.0,100.0
1768,Mycobacterium kansasii,"",1,1768,1763,1762,Bacteria,0,771.0,12.3,17.8,86.2,128.6,51.6,0.0,1318.7220000000002,17.8,228.0,3.6,6.9,85.9,45.2,13.6,0.0,17.8
564198,Mycobacterium bacteremicum,"",1,564198,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,978.12,19.0,324.0,5.2,19.0,77.3,46.8,12.1,0.0,19.0
451644,Mycobacterium conceptionense,"",1,451644,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,871.2,20.0,275.0,4.4,20.0,81.3,46.1,13.1,0.0,20.0
1936029,Mycobacterium sp. MS1601,"",1,1936029,1763,1762,Bacteria,0,1071.0,17.1,8.8,87.4,133.0,56.0,0.0,786.456,8.8,50.0,0.8,6.2,84.6,47.0,14.1,0.0,8.8
1767,Mycobacterium intracellulare,"",1,1767,1763,1762,Bacteria,0,272.0,4.3,34.3,87.4,130.1,54.5,0.0,727.057,34.3,25.0,0.4,1.1,80.9,46.1,12.5,0.0,34.3
280871,Mycobacterium llatzerense,"",1,280871,1763,1762,Bacteria,0,2.0,0.0,1.5,100.0,148.0,89.2,0.0,679.932,1.7,2537.0,40.4,1.7,91.2,46.6,15.1,0.0,1.7
319706,Mycobacterium phocaicum,"",1,319706,1763,1762,Bacteria,0,68.0,1.1,99.0,98.8,149.1,87.5,0.0,562.32,99.0,10.0,0.2,14.5,99.2,49.6,19.0,0.0,99.0
85693,Mycobacterium monacense,"",1,85693,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,498.96,28.0,112.0,1.8,28.0,92.6,47.7,16.2,0.0,28.0
1370118,Mycobacterium sp. UM_RHS,"",1,1370118,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,494.406,45.4,69.0,1.1,45.4,86.3,47.0,14.5,0.0,45.4
354243,Mycobacterium kumamotonense,"",1,354243,1763,1762,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,327.888,20.7,99.0,1.6,20.7,87.5,40.9,12.8,0.0,20.7
