tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
-200031957,Non-genus-specific reads in family Propionibacteriaceae,,2,-100,-200031957,31957,Bacteria,0,62.0,5.1,100.0,99.5,141.4,83.7,0.0,6367000.0,100.0,7681.0,632.4,100.0,98.5,44.8,15.8,0.0,100.0
-100031957,Non-species-specific reads in family Propionibacteriaceae,,1,-100031957,-200031957,31957,Bacteria,0,62.0,5.1,100.0,99.5,141.4,83.7,0.0,6367000.0,100.0,7672.0,631.6,100.0,98.6,44.8,15.8,0.0,100.0
1410634,Propionibacteriaceae bacterium P6A17,"",1,1410634,-200031957,31957,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,63.0,0.9,9.0,0.7,0.9,85.9,44.0,11.7,0.0,0.9
-200000543,Non-genus-specific reads in family Enterobacteriaceae,,2,-100,-200000543,543,Bacteria,0,878.0,72.3,100.0,99.2,127.9,74.0,0.0,1309000.0,100.0,713.0,58.7,100.0,97.3,38.5,11.9,0.0,100.0
-100000543,Non-species-specific reads in family Enterobacteriaceae,,1,-100000543,-200000543,543,Bacteria,0,878.0,72.3,100.0,99.2,127.9,74.0,0.0,1309000.0,100.0,712.0,58.6,100.0,97.3,38.5,11.9,0.0,100.0
1224136,Enterobacteriaceae bacterium LSJC7,"",1,1224136,-200000543,543,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.1,1.0,97.2,36.0,10.5,0.0,1.0
94008,Thermicanus,"",2,-100,94008,539003,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,950697.0,99.0,2025.0,166.7,99.0,85.4,45.4,12.9,0.0,99.0
94009,Thermicanus aegyptius,"",1,94009,94008,539003,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,950697.0,99.0,1178.0,97.0,99.0,85.5,45.4,12.8,0.0,99.0
-100094008,Non-species-specific reads in genus Thermicanus,,1,-100094008,94008,539003,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,690030.0,100.0,847.0,69.7,100.0,85.1,45.5,12.9,0.0,100.0
203470,Tepidiphilus,"",2,-100,203470,206349,Bacteria,0,2.0,0.2,1.8,100.0,109.5,62.9,0.0,697625.592,72.3,2249.0,185.2,72.3,97.1,42.4,13.9,0.0,72.3
876478,Tepidiphilus thermophilus,"",1,876478,203470,206349,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,697625.592,82.4,1422.0,117.1,82.4,97.5,42.7,14.1,0.0,82.4
-100203470,Non-species-specific reads in genus Tepidiphilus,,1,-100203470,203470,206349,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,392589.0,100.0,659.0,54.3,100.0,97.0,41.8,13.6,0.0,100.0
203471,Tepidiphilus margaritifer,"",1,203471,203470,206349,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,8879.886,8.9,168.0,13.8,8.9,93.8,42.5,13.3,0.0,8.9
904981,uncultured Tepidiphilus sp.,"",1,904981,203470,206349,Bacteria,0,2.0,0.2,1.8,100.0,109.5,62.9,0.0,0.648,1.8,0,0,-100,0.0,0.0,0.0,0.0,1.8
-200186817,Non-genus-specific reads in family Bacillaceae,,2,-100,-200186817,186817,Bacteria,0,49.0,4.0,100.0,97.0,135.1,75.3,0.0,406000.0,100.0,447.0,36.8,100.0,96.9,44.2,15.0,0.0,100.0
-100186817,Non-species-specific reads in family Bacillaceae,,1,-100186817,-200186817,186817,Bacteria,0,49.0,4.0,100.0,97.0,135.1,75.3,0.0,406000.0,100.0,445.0,36.6,100.0,97.0,44.1,15.1,0.0,100.0
1836462,Bacillaceae bacterium G1,"",1,1836462,-200186817,186817,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,22.0,1.1,2.0,0.2,1.1,77.6,49.0,11.0,0.0,1.1
-200041297,Non-genus-specific reads in family Sphingomonadaceae,,2,-100,-200041297,41297,Bacteria,0,14.0,1.2,100.0,91.9,145.0,71.3,0.0,143000.0,100.0,192.0,15.8,100.0,95.0,46.7,15.7,0.0,100.0
-100041297,Non-species-specific reads in family Sphingomonadaceae,,1,-100041297,-200041297,41297,Bacteria,0,14.0,1.2,100.0,91.9,145.0,71.3,0.0,143000.0,100.0,159.0,13.1,100.0,96.0,46.7,16.0,0.0,100.0
95606,Sphingomonas-like bacterium B12,"",1,95606,-200041297,41297,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,189.0,0.7,33.0,2.7,0.7,90.3,46.5,14.3,0.0,0.7
35823,Arthrospira,"",2,-100,35823,1892252,Bacteria,0,188.0,15.5,93.5,99.2,142.5,83.9,0.0,127054.08599999998,93.5,167.0,13.7,67.3,98.7,46.3,17.1,0.0,93.5
376219,Arthrospira sp. PCC 8005,"",1,376219,35823,1892252,Bacteria,0,170.0,14.0,96.3,99.3,142.5,84.1,0.0,127054.08599999998,96.3,16.0,1.3,11.4,98.4,47.1,17.6,0.0,96.3
-100035823,Non-species-specific reads in genus Arthrospira,,1,-100035823,35823,1892252,Bacteria,0,8.0,0.7,100.0,99.7,150.0,90.1,0.0,69134.0,100.0,113.0,9.3,100.0,98.7,45.8,16.7,0.0,100.0
129910,Arthrospira maxima,"",1,129910,35823,1892252,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,5996.43,99.0,11.0,0.9,99.0,97.2,48.3,18.0,0.0,99.0
118562,Arthrospira platensis,"",1,118562,35823,1892252,Bacteria,0,10.0,0.8,26.8,96.5,136.2,75.7,0.0,4743.75,26.8,27.0,2.2,18.5,99.3,47.4,18.3,0.0,26.8
-200003433,Non-genus-specific reads in family Lauraceae,,2,-100,-200003433,3433,Eukaryota,0,92.0,7.6,100.0,99.8,139.7,83.2,0.0,102000.0,100.0,32.0,2.6,100.0,98.7,45.8,16.8,0.0,100.0
-100003433,Non-species-specific reads in family Lauraceae,,1,-100003433,-200003433,3433,Eukaryota,0,92.0,7.6,100.0,99.8,139.7,83.2,0.0,102000.0,100.0,32.0,2.6,100.0,98.7,45.8,16.8,0.0,100.0
-200080864,Non-genus-specific reads in family Comamonadaceae,,2,-100,-200080864,80864,Bacteria,0,54.0,4.4,100.0,87.6,130.7,55.3,0.0,97000.0,100.0,129.0,10.6,100.0,94.7,43.8,14.4,0.0,100.0
