tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
361177,Altererythrobacter,"",2,-100,361177,335929,Bacteria,0,53274.0,5846.9,99.0,88.2,133.3,57.5,0.0,120955121.1,99.0,96573.0,10599.0,99.0,87.1,46.0,13.7,0.0,99.0
543877,Altererythrobacter marensis,"",1,543877,361177,335929,Bacteria,0,39441.0,4328.7,99.0,88.3,133.8,58.0,0.0,120955121.1,99.0,73005.0,8012.4,99.0,87.0,46.0,13.7,0.0,99.0
692370,Altererythrobacter dongtanensis,"",1,692370,361177,335929,Bacteria,0,7676.0,842.5,99.0,88.3,133.3,57.8,0.0,11886652.8,99.0,3374.0,370.3,99.0,86.4,46.1,13.6,0.0,99.0
361183,Altererythrobacter epoxidivorans,"",1,361183,361177,335929,Bacteria,0,2643.0,290.1,99.0,87.1,131.0,54.3,0.0,5675759.1,99.0,2633.0,289.0,99.0,87.9,45.5,13.8,0.0,99.0
-100361177,Non-species-specific reads in genus Altererythrobacter,,1,-100361177,361177,335929,Bacteria,0,150.0,16.5,100.0,94.0,139.8,72.5,0.0,3471930.0,100.0,3045.0,334.2,100.0,91.7,45.3,14.4,0.0,100.0
645517,Altererythrobacter namhicola,"",1,645517,361177,335929,Bacteria,0,1724.0,189.2,99.0,86.8,130.4,53.6,0.0,3376444.5,99.0,1415.0,155.3,99.0,86.1,45.6,13.3,0.0,99.0
292222,Altererythrobacter troitsensis,"",1,292222,361177,335929,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,2982370.0500000003,87.7,3130.0,343.5,87.7,85.5,46.0,13.6,0.0,87.7
1316679,Altererythrobacter xiamenensis,"",1,1316679,361177,335929,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,2861892.0,99.0,2661.0,292.0,99.0,87.3,46.1,14.0,0.0,99.0
1267766,Altererythrobacter atlanticus,"",1,1267766,361177,335929,Bacteria,0,1363.0,149.6,99.0,86.6,128.5,52.1,0.0,2720179.44,99.0,1800.0,197.6,64.1,87.2,45.9,13.6,0.0,99.0
1895714,Altererythrobacter sp. 66-12,"",1,1895714,361177,335929,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1731959.4599999997,97.3,1638.0,179.8,97.3,86.3,45.7,13.4,0.0,97.3
