tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
-200000543,Non-genus-specific reads in family Enterobacteriaceae,,2,-100,-200000543,543,Bacteria,0,424.0,93.6,100.0,99.4,129.0,75.0,0.0,1682000.0,100.0,340.0,75.1,100.0,97.5,38.8,12.1,0.0,100.0
-100000543,Non-species-specific reads in family Enterobacteriaceae,,1,-100000543,-200000543,543,Bacteria,0,424.0,93.6,100.0,99.4,129.0,75.0,0.0,1682000.0,100.0,338.0,74.6,100.0,97.6,38.8,12.1,0.0,100.0
1560358,Type-F symbiont of Plautia stali,"",1,1560358,-200000543,543,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,284.0,14.2,1.0,0.2,14.2,69.4,49.0,9.1,0.0,14.2
693444,Enterobacteriaceae bacterium strain FGI 57,"",1,693444,-200000543,543,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-2.0,-0.1,1.0,0.2,-0.1,70.7,41.0,7.4,0.0,-0.1
-200031957,Non-genus-specific reads in family Propionibacteriaceae,,2,-100,-200031957,31957,Bacteria,0,2.0,0.4,100.0,99.7,150.0,89.9,0.0,505000.0,100.0,227.0,50.1,100.0,99.2,46.1,16.7,0.0,100.0
-100031957,Non-species-specific reads in family Propionibacteriaceae,,1,-100031957,-200031957,31957,Bacteria,0,2.0,0.4,100.0,99.7,150.0,89.9,0.0,505000.0,100.0,227.0,50.1,100.0,99.2,46.1,16.7,0.0,100.0
-200041297,Non-genus-specific reads in family Sphingomonadaceae,,2,-100,-200041297,41297,Bacteria,0,10.0,2.2,100.0,92.9,142.0,72.6,0.0,170000.0,100.0,88.0,19.4,100.0,92.7,44.0,13.6,0.0,100.0
-100041297,Non-species-specific reads in family Sphingomonadaceae,,1,-100041297,-200041297,41297,Bacteria,0,10.0,2.2,100.0,92.9,142.0,72.6,0.0,170000.0,100.0,67.0,14.8,100.0,94.9,42.3,13.3,0.0,100.0
95606,Sphingomonas-like bacterium B12,"",1,95606,-200041297,41297,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,690.0,1.5,21.0,4.6,1.5,85.7,49.5,14.4,0.0,1.5
-200186817,Non-genus-specific reads in family Bacillaceae,,2,-100,-200186817,186817,Bacteria,0,5.0,1.1,100.0,99.9,146.0,87.6,0.0,75000.0,100.0,29.0,6.4,100.0,99.1,48.2,17.5,0.0,100.0
-100186817,Non-species-specific reads in family Bacillaceae,,1,-100186817,-200186817,186817,Bacteria,0,5.0,1.1,100.0,99.9,146.0,87.6,0.0,75000.0,100.0,29.0,6.4,100.0,99.1,48.2,17.5,0.0,100.0
5094,Talaromyces,"",2,-100,5094,28568,Eukaryota,0,51.0,11.3,0.8,86.6,133.0,54.5,0.0,49700.899,10.3,488.0,107.8,10.3,89.1,44.4,13.6,0.0,10.3
28573,Talaromyces islandicus,"",1,28573,5094,28568,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,49700.899,49.9,438.0,96.7,49.9,89.4,44.6,13.8,0.0,49.9
-100005094,Non-species-specific reads in genus Talaromyces,,1,-100005094,5094,28568,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,2060.0,100.0,9.0,2.0,100.0,99.0,31.1,7.7,0.0,100.0
1441469,Talaromyces atroroseus,"",1,1441469,5094,28568,Eukaryota,0,13.0,2.9,52.0,86.4,136.8,55.7,0.0,121.052,52.0,1.0,0.2,0.2,82.4,34.0,7.6,0.0,52.0
