
RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Bacteria	590	Salmonella enterica	9.0	38.6
Viruses	2003394	Oryza sativa alphaendornavirus	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	0.8	0.3
Viruses	1982251	Propionibacterium virus PHL179M00	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	12176	White clover mosaic virus	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	0.6	0.3

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	2003394	Oryza sativa alphaendornavirus	0.3	0.3

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	1.1	0.3

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	1.6	1.1
Viruses	12176	Pepino mosaic virus	0.2	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	12176	Clover yellow mosaic virus	0.2	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	11007	Saccharomyces cerevisiae virus L-A	0.2	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	10509	Human mastadenovirus C	0.9	0.7
Viruses	11007	Saccharomyces cerevisiae virus L-BC (La)	0.4	0.5
Viruses	186765	Enterobacteria phage phi80	0.2	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	110456	Escherichia virus T7	1.0	0.4
Viruses	10509	Human mastadenovirus C	0.8	0.4

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	11007	Saccharomyces cerevisiae virus L-A	0.5	0.3
Viruses	12234	Tomato mosaic virus	0.2	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	12234	Cucumber green mottle mosaic virus	0.9	0.9
Viruses	110456	Escherichia virus T7	0.2	0.1
Viruses	1982251	Propionibacterium virus PHL041M10	0.1	0.1

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
Viruses	11007	Saccharomyces cerevisiae virus L-A	1.0	0.9
Viruses	110456	Escherichia virus T7	0.7	0.2

DNA
category_name	genus_taxid	name	NT_rpm DNA	NR_rpm DNA

RNA
category_name	genus_taxid	name	NT_rpm RNA	NR_rpm RNA
